date,0,1,2,3,4,5,6,cases 7-day averange
2020-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14
2020-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57
2020-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43
2020-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.86
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.14
2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.14
2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.71
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43
2020-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57
2020-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.71
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.29
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.14
2020-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14
2020-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.57
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.57
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.43
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.71
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43
2020-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86
2020-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.71
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.43
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.29
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.43
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.71
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
2020-07-18,4.0435047,0.0,0.0,0.0,0.0,0.0,0.0,47.43
2020-07-19,6.528307,0.0,0.0,0.0,0.0,0.0,0.0,55.86
2020-07-20,0.23317122,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2020-07-21,9.492556,0.0,0.0,0.0,0.0,0.0,0.0,52.43
2020-07-22,6.12842,0.0,0.0,0.0,0.0,0.0,0.0,56.57
2020-07-23,5.768038,0.0,0.0,0.0,0.0,0.0,0.0,51.43
2020-07-24,10.155382,0.0,0.0,0.0,0.0,0.0,0.0,53.0
2020-07-25,4.6361866,0.0,0.0,0.0,0.0,0.0,0.0,54.14
2020-07-26,6.3327045,0.0,0.0,0.0,0.0,0.0,0.0,47.0
2020-07-27,7.555773,0.0,0.0,0.0,0.0,0.0,0.0,50.71
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.57
2020-07-29,3.7913682,0.0,0.0,0.0,0.0,0.0,0.0,47.29
2020-07-30,3.6385362,0.0,0.0,0.0,0.0,0.0,0.0,45.43
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.57
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
2020-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.14
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.86
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.57
2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.71
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.29
2020-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
2020-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.86
2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.57
2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.43
2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.14
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2020-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.86
2020-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57
2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14
2020-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.71
2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.86
2020-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29
2020-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43
2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43
2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57
2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.29
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86
2020-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29
2020-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.86
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.86
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43
2020-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71
2020-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71
2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57
2020-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.43
2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86
2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86
2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14
2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86
2020-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86
2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
2020-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71
2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71
2020-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29
2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71
2020-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29
2020-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29
2020-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14
2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14
2020-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43
2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43
2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29
2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.43
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.86
2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.43
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.71
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.71
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.71
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.63
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.86
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.14
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.57
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.14
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.71
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.57
2020-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.71
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.57
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.14
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.43
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.71
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.14
2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.86
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.57
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14
2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.29
2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.71
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.86
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.57
2020-12-31,0.711992,0.0,0.0,0.0,0.0,0.0,0.0,54.71
2021-01-01,2.66559,0.0,0.0,0.0,0.0,0.0,0.0,54.71
2021-01-02,8.253862,0.0,0.0,0.0,0.0,0.0,0.0,57.43
2021-01-03,8.226259,0.0,0.0,0.0,0.0,0.0,0.0,61.43
2021-01-04,11.007784,0.0,0.0,0.0,0.0,0.0,0.0,66.14
2021-01-05,14.969774,0.0,0.0,0.0,0.0,0.0,0.0,65.57
2021-01-06,19.54593,0.0,0.0,0.0,0.0,0.0,0.0,68.43
2021-01-07,18.94095,0.0,0.0,0.0,0.0,0.0,0.0,75.0
2021-01-08,21.788042,0.0,0.0,0.0,0.0,0.0,0.0,79.25
2021-01-09,28.790087,0.0,0.0,0.0,0.0,0.0,0.0,96.14
2021-01-10,33.251556,0.0,0.0,0.0,0.0,0.0,0.0,78.57
2021-01-11,51.76275,0.7842424,0.0,0.0,0.0,0.0,0.0,76.0
2021-01-12,32.308426,18.996065,0.0,0.0,0.0,0.0,0.0,74.14
2021-01-13,29.425936,0.0,0.0,0.0,0.0,0.0,0.0,84.57
2021-01-14,27.518892,0.0,0.0,0.0,0.0,0.0,0.0,79.86
2021-01-15,38.64515,0.0,0.0,0.0,0.0,0.0,0.0,77.43
2021-01-16,33.537254,5.989809,0.0,0.0,0.0,0.0,0.0,84.0
2021-01-17,30.90143,0.91014266,0.0,0.0,0.0,0.0,0.0,100.29
2021-01-18,37.90867,0.0,0.0,0.0,0.0,0.0,0.0,104.86
2021-01-19,56.11589,5.209093,0.0,0.0,0.0,0.0,0.0,109.0
2021-01-20,61.289734,22.610506,0.0,0.0,0.0,0.0,0.0,98.0
2021-01-21,65.96953,27.177568,0.0,0.0,0.0,0.0,0.0,96.29
2021-01-22,53.0679,31.248629,0.0,0.0,0.0,0.0,0.0,90.71
2021-01-23,51.035965,19.69475,3.2852037,0.0,0.0,0.0,0.0,79.86
2021-01-24,44.788933,17.90471,0.0,0.0,0.0,0.0,0.0,71.0
2021-01-25,33.036987,12.04204,0.0,0.0,0.0,0.0,0.0,68.14
2021-01-26,23.678255,0.14517379,0.0,0.0,0.0,0.0,0.0,63.14
2021-01-27,20.601976,0.0,0.0,0.0,0.0,0.0,0.0,62.43
2021-01-28,15.648577,0.0,0.0,0.0,0.0,0.0,0.0,59.86
2021-01-29,14.976061,0.0,0.0,0.0,0.0,0.0,0.0,63.86
2021-01-30,12.472475,0.0,0.0,0.0,0.0,0.0,0.0,64.43
2021-01-31,16.368883,0.0,0.0,0.0,0.0,0.0,0.0,63.14
2021-02-01,16.918673,0.0,0.0,0.0,0.0,0.0,0.0,62.57
2021-02-02,15.680941,0.0,0.0,0.0,0.0,0.0,0.0,64.29
2021-02-03,15.132906,0.0,0.0,0.0,0.0,0.0,0.0,61.29
2021-02-04,16.799028,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2021-02-05,13.880632,0.0,0.0,0.0,0.0,0.0,0.0,58.86
2021-02-06,10.667421,0.0,0.0,0.0,0.0,0.0,0.0,57.86
2021-02-07,11.518465,0.0,0.0,0.0,0.0,0.0,0.0,56.29
2021-02-08,10.551104,0.0,0.0,0.0,0.0,0.0,0.0,54.71
2021-02-09,8.97719,0.0,0.0,0.0,0.0,0.0,0.0,55.71
2021-02-10,7.3559895,0.0,0.0,0.0,0.0,0.0,0.0,56.14
2021-02-11,8.393236,0.0,0.0,0.0,0.0,0.0,0.0,58.14
2021-02-12,8.870699,0.0,0.0,0.0,0.0,0.0,0.0,54.0
2021-02-13,10.898378,0.0,0.0,0.0,0.0,0.0,0.0,51.14
2021-02-14,6.6907063,0.0,0.0,0.0,0.0,0.0,0.0,51.71
2021-02-15,3.6201494,0.0,0.0,0.0,0.0,0.0,0.0,51.0
2021-02-16,4.2630787,0.0,0.0,0.0,0.0,0.0,0.0,48.29
2021-02-17,3.5275133,0.0,0.0,0.0,0.0,0.0,0.0,45.86
2021-02-18,0.55424666,0.0,0.0,0.0,0.0,0.0,0.0,45.29
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43
2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29
2021-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.71
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.86
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.29
2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86
2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.29
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.86
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.43
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.29
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.14
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.86
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.29
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29
2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43
2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57
